ticker,name,close,change,change_abs,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,volume,market_cap_basic,sector,industry
NYSE:SEAL/PA,SEAL/PA,25.5800,0.87%,0.2200,0.31%,-1.35%,-0.16%,2.20%,1.47%,-0.74%,2.01%,3.77%,"6,398",,Transportation,Marine Shipping
NASDAQ:OXLCN,OXLCN,24.3000,0.14%,0.0350,-0.16%,0.00%,0.00%,1.72%,0.25%,0.54%,-1.38%,-1.38%,466,,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:ANG/PD,ANG/PD,25.5617,-0.15%,-0.0383,-0.65%,-0.92%,0.01%,1.76%,3.45%,3.45%,3.45%,3.45%,"2,782",,Finance,Life/Health Insurance
OTC:PMMEF,PMMEF,0.0001,0.00%,0.0000,,0.00%,0.00%,9900.00%,9900.00%,9900.00%,-92.31%,-100.00%,"1,500",,Non-Energy Minerals,Precious Metals
NYSE:FLG/PA,FLG/PA,22.0501,0.27%,0.0601,1.15%,0.00%,6.27%,0.50%,4.26%,1.71%,-17.91%,-11.45%,"7,126",,Finance,Savings Banks
OTC:AMVIF,AMVIF,41.3500,2.86%,1.1500,3.38%,-0.60%,-0.60%,-0.60%,-0.60%,-0.60%,-0.60%,-0.60%,302,,Producer Manufacturing,Auto Parts: OEM
NYSE:CMS/PB,CMS/PB,80.7500,0.26%,0.2100,0.94%,0.19%,4.23%,6.25%,5.21%,-8.34%,-26.19%,32.38%,12,,Utilities,Alternative Power Generation
NYSE:GAB/PG,GAB/PG,21.2349,-0.02%,-0.0051,1.99%,-1.14%,2.73%,0.77%,-0.31%,-10.40%,-16.17%,-15.90%,"1,103",,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:KTN,KTN,26.6000,0.83%,0.2200,1.03%,1.60%,2.15%,-0.75%,0.53%,-3.10%,-20.14%,6.13%,"2,529",,Finance,Finance/Rental/Leasing
OTC:VRTHF,VRTHF,0.0000,0.00%,0.0000,-99.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,169,,Process Industries,Agricultural Commodities/Milling
NYSE:GJP,GJP,24.8000,0.00%,0.0000,1.56%,-0.80%,1.64%,-0.80%,1.47%,-1.78%,1.41%,-0.80%,"1,002",,Finance,Finance/Rental/Leasing
NYSE:CDR/PC,CDR/PC,16.3750,-0.03%,-0.0041,-1.59%,2.12%,4.77%,11.17%,13.09%,11.47%,-17.17%,-33.97%,274,,Finance,Real Estate Investment Trusts
NYSE:GAB/PH,GAB/PH,21.1500,-0.41%,-0.0876,1.29%,-0.47%,1.73%,1.64%,-1.08%,-10.52%,-16.83%,-15.43%,"12,303",,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:RIV/PA,RIV/PA,23.4816,-0.08%,-0.0184,0.82%,-0.08%,1.70%,0.74%,2.41%,-3.02%,-5.58%,-5.58%,"4,175",,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:PSEC/PA,PSEC/PA,16.8999,0.42%,0.0699,0.53%,1.81%,-2.93%,6.56%,-3.04%,-16.27%,-32.32%,-32.32%,"2,430",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:BSTK,BSTK,0.0130,2.77%,0.0003,0.00%,52.22%,71.05%,-13.33%,23.81%,8.33%,-40.91%,-100.00%,"42,000",,Consumer Durables,Other Consumer Specialties
NYSE:ECCV,ECCV,23.2200,0.26%,0.0600,0.69%,-0.39%,-0.17%,2.93%,2.38%,0.35%,-5.26%,-5.26%,"4,091",,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:PRIF/PJ,PRIF/PJ,23.7290,0.16%,0.0390,0.50%,-1.66%,-2.15%,3.48%,2.37%,2.06%,-3.34%,-3.34%,"2,690",,Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:ICON,ICON,1.7427,1.91%,0.0327,-5.29%,-19.32%,-40.11%,-16.62%,-98.04%,-98.11%,-98.85%,-98.85%,"5,217",,Transportation,Marine Shipping
NYSE:ACP/PA,ACP/PA,21.1499,0.38%,0.0799,0.91%,-1.03%,1.38%,-0.89%,-3.78%,-12.60%,-17.86%,-17.86%,"3,578",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:MRWNS,MRWNS,8.0000,-0.12%,-0.0100,-5.88%,-5.88%,-19.92%,-11.11%,-27.27%,-27.27%,-27.27%,-27.27%,310,,Finance,Financial Conglomerates
NYSE:GJT,GJT,23.0100,-0.17%,-0.0400,0.48%,0.92%,1.14%,4.12%,0.26%,0.70%,18.00%,-6.46%,458,,Finance,Finance/Rental/Leasing
OTC:SDEC,SDEC,0.0000,-99.00%,-0.0001,-99.00%,-99.00%,0.00%,0.00%,0.00%,0.00%,-99.99%,-100.00%,"100,000",,Technology Services,Information Technology Services
OTC:BXNS,BXNS,0.1300,18.18%,0.0200,18.18%,18.18%,18.18%,30.00%,30.00%,-7.14%,-13.33%,-13.33%,"1,075",,Commercial Services,Miscellaneous Commercial Services
NASDAQ:HKPD,HKPD,1.4600,-14.62%,-0.2500,20.66%,-2.67%,12.31%,48.98%,-58.29%,-58.29%,-58.29%,-58.29%,"188,486",,Transportation,Air Freight/Couriers
NASDAQ:PLUT,PLUT,3.5900,0.56%,0.0200,-5.03%,8.46%,19.67%,37.54%,-13.91%,-13.91%,-13.91%,-13.91%,"1,959",,Finance,Investment Banks/Brokers
OTC:PKLBF,PKLBF,0.0000,-99.00%,-0.0001,,-99.00%,-99.00%,-99.00%,-99.98%,-99.99%,-100.00%,-100.00%,"300,000",,Technology Services,Packaged Software
OTC:CMSG,CMSG,40.0000,0.03%,0.0100,-6.98%,-2.84%,-11.11%,-11.11%,-11.11%,-11.11%,-11.11%,-11.11%,102,,Technology Services,Data Processing Services
OTC:MGXMF,MGXMF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"12,665",,Non-Energy Minerals,Other Metals/Minerals
OTC:CFCI,CFCI,0.1300,0.00%,0.0000,0.00%,14.74%,8.33%,268.27%,528.02%,550.00%,550.00%,-99.97%,"5,000",,Technology Services,Packaged Software
NYSE:EICB,EICB,25.1105,0.00%,0.0005,0.32%,0.32%,0.44%,1.25%,0.32%,0.44%,0.44%,0.44%,"1,230",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:PWMXF,PWMXF,0.6994,-0.56%,-0.0040,0.16%,52.67%,22.70%,79.38%,-67.01%,-70.24%,-76.84%,-85.92%,"18,921",,Non-Energy Minerals,Other Metals/Minerals
OTC:LTSL,LTSL,22.1300,0.00%,0.0000,0.00%,0.55%,5.13%,9.28%,10.59%,11.32%,39.60%,-11.48%,"2,576",,Finance,Investment Banks/Brokers
OTC:GRLMF,GRLMF,0.2600,0.00%,0.0000,-13.33%,0.00%,63.83%,100.00%,100.00%,100.00%,100.00%,100.00%,"40,000",,Non-Energy Minerals,Other Metals/Minerals
OTC:MWRES,MWRES,8.1000,13.92%,0.9900,13.92%,13.92%,13.92%,13.92%,13.92%,13.92%,13.92%,13.92%,750,,Retail Trade,Specialty Stores
OTC:ESGRF,ESGRF,23.8001,-0.83%,-0.1999,-0.42%,-1.98%,4.62%,14.26%,16.33%,14.26%,-10.26%,-7.39%,"261,138",,Finance,Investment Managers
NASDAQ:TECTP,TECTP,11.0150,0.84%,0.0914,1.80%,1.76%,3.92%,4.63%,5.93%,5.31%,41.04%,9.06%,228,,Finance,Investment Managers
OTC:ENHT,ENHT,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,-99.96%,-100.00%,"20,000",,Technology Services,Information Technology Services
NASDAQ:OXLCL,OXLCL,23.7310,0.13%,0.0310,-0.08%,-0.08%,0.13%,3.02%,1.18%,-1.94%,-5.08%,-5.08%,610,,Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:TMUSL,TMUSL,25.0245,0.02%,0.0045,0.50%,0.86%,-0.30%,-0.30%,-0.30%,-0.30%,-0.30%,-0.30%,"7,729",,Communications,Wireless Telecommunications
OTC:KOMOF,KOMOF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,-99.99%,-99.99%,-100.00%,-100.00%,-100.00%,"16,950",,Consumer Non-Durables,Food: Specialty/Candy
NASDAQ:OXLCI,OXLCI,25.6900,0.47%,0.1200,0.05%,-0.23%,0.13%,1.78%,0.31%,-1.00%,1.78%,1.78%,"1,861",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:CRLKP,CRLKP,20.5000,-0.49%,-0.1000,-0.49%,-0.49%,-0.49%,-3.07%,-3.07%,-14.23%,-8.48%,90.70%,700,,Consumer Services,Other Consumer Services
NYSE:NRUC,NRUC,23.5865,0.45%,0.1065,1.10%,-0.94%,-3.18%,0.05%,2.86%,-5.35%,-13.95%,-5.84%,"1,894",,Finance,Finance/Rental/Leasing
OTC:IDCN,IDCN,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-99.00%,-100.00%,"150,000",,Non-Energy Minerals,Construction Materials
OTC:ISCNF,ISCNF,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"61,129",,Process Industries,Agricultural Commodities/Milling
OTC:ALEAF,ALEAF,0.0001,9900.00%,0.0001,9900.00%,-80.00%,9900.00%,9900.00%,9900.00%,9900.00%,-99.98%,-99.98%,"6,660",,Process Industries,Agricultural Commodities/Milling
OTC:CNLPM,CNLPM,35.0000,2.04%,0.7000,2.04%,-4.00%,1.45%,4.17%,5.64%,-3.03%,-26.32%,-1.41%,100,,Utilities,Electric Utilities
NYSE:EICC,EICC,25.1995,-0.04%,-0.0105,0.60%,0.68%,0.36%,1.24%,0.44%,0.68%,2.65%,2.65%,"5,950",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:BZAMF,BZAMF,0.0000,-90.00%,-0.0000,0.00%,-90.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,216,,Process Industries,Agricultural Commodities/Milling
OTC:VPHIF,VPHIF,0.0003,0.00%,0.0000,0.00%,-99.36%,-99.36%,-99.36%,0.00%,-99.36%,-99.96%,-99.96%,"13,000",,Health Technology,Pharmaceuticals: Major
NASDAQ:OCCIM,OCCIM,25.0999,0.44%,0.1099,0.73%,-1.22%,0.40%,3.33%,0.27%,0.44%,1.80%,1.80%,"3,114",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:RPDL,RPDL,0.1400,26.13%,0.0290,177.78%,-30.86%,179.44%,-72.55%,-78.46%,-72.55%,-72.55%,-72.55%,200,,Producer Manufacturing,Metal Fabrication
OTC:RDOIF,RDOIF,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,-99.91%,-100.00%,"20,000",,Energy Minerals,Integrated Oil
NYSE:HFRO/PB,HFRO/PB,16.6192,-0.36%,-0.0608,0.12%,-0.13%,3.10%,10.45%,-2.24%,-2.24%,-2.24%,-2.24%,502,,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:AEFC,AEFC,20.5200,0.24%,0.0500,0.88%,-2.38%,2.96%,1.03%,0.54%,-6.77%,-20.86%,-19.21%,"13,304",,Finance,Finance/Rental/Leasing
NYSE:NEE/PN,NEE/PN,24.6200,0.16%,0.0400,0.29%,0.57%,10.90%,6.86%,5.26%,-2.07%,-12.51%,-2.61%,"19,349",,Finance,Finance/Rental/Leasing
NYSE:GLOP/PC,GLOP/PC,25.3000,-0.59%,-0.1500,-2.09%,-2.39%,-2.05%,-0.20%,0.00%,-1.13%,87.69%,1.93%,"7,713",,Transportation,Marine Shipping
OTC:PMMEF,PMMEF,0.0001,0.00%,0.0000,,0.00%,0.00%,9900.00%,9900.00%,9900.00%,-92.31%,-100.00%,"1,500",,Non-Energy Minerals,Precious Metals
NYSE:MHNC,MHNC,17.6947,0.42%,0.0737,0.98%,-0.14%,2.82%,8.56%,0.42%,-2.51%,-19.89%,-27.63%,"7,265",,Finance,Life/Health Insurance
OTC:MWKSS,MWKSS,15.0000,3.45%,0.5000,3.45%,-10.87%,-3.23%,-24.01%,36.36%,36.36%,36.36%,36.36%,569,,Technology Services,Information Technology Services
OTC:ECLP,ECLP,6.3000,0.00%,0.0000,1.61%,3.28%,18.87%,21.15%,9.57%,1.61%,-42.73%,-42.73%,193,,Finance,Regional Banks
OTC:CNBP,CNBP,114.0000,1.79%,2.0000,3.64%,20.01%,22.58%,32.94%,38.05%,50.02%,107.27%,77.85%,100,,Finance,Major Banks
NYSE:GAM/PB,GAM/PB,24.9800,-0.08%,-0.0200,-0.48%,-1.23%,0.48%,0.48%,-0.36%,-3.55%,-7.14%,0.73%,"15,356",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:MWKNS,MWKNS,7.2000,2.86%,0.2000,,2.86%,-20.79%,-1.10%,-1.10%,-1.10%,-1.10%,-1.10%,140,,Retail Trade,Specialty Stores
OTC:CMLGF,CMLGF,0.0000,-99.00%,-0.0001,,0.00%,-100.00%,-99.99%,-99.99%,-100.00%,-100.00%,-100.00%,"2,250",,Non-Energy Minerals,Other Metals/Minerals
OTC:MWAOS,MWAOS,6.7500,,,,,,,0.00%,,,0.00%,107,,,
NYSE:GLOP/PB,GLOP/PB,25.8500,-0.04%,-0.0100,0.00%,-1.71%,-0.96%,-0.31%,1.16%,1.37%,91.91%,3.28%,781,,Transportation,Marine Shipping
NASDAQ:FOFO,FOFO,14.2131,-2.78%,-0.4069,-11.17%,-16.10%,170.73%,170.73%,170.73%,170.73%,170.73%,170.73%,"70,199",,Commercial Services,Miscellaneous Commercial Services
OTC:LTHUQ,LTHUQ,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,-99.97%,-100.00%,"320,028",,Producer Manufacturing,Electrical Products
OTC:VRTHF,VRTHF,0.0000,0.00%,0.0000,-99.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,169,,Process Industries,Agricultural Commodities/Milling
OTC:UNBK,UNBK,59.5000,4.39%,2.5000,-7.03%,-7.03%,8.20%,8.18%,12.24%,25.26%,147.92%,213.16%,"1,000",,Finance,Regional Banks
OTC:LSEB,LSEB,0.2269,-21.76%,-0.0631,,-35.17%,87.21%,278.17%,-76.12%,-82.27%,13.45%,13.45%,408,,Retail Trade,Apparel/Footwear Retail
NYSE:SCE/PM,SCE/PM,22.8000,0.22%,0.0500,-0.39%,-3.18%,1.88%,-3.63%,-12.31%,-15.34%,-9.70%,-9.70%,"20,735",,Finance,Finance/Rental/Leasing
NYSE:IPB,IPB,26.7500,0.68%,0.1800,3.04%,2.69%,5.03%,6.31%,6.79%,2.49%,-8.55%,8.30%,"4,396",,Finance,Finance/Rental/Leasing
NYSE:TFSA,TFSA,24.6100,-0.57%,-0.1400,0.14%,-1.36%,0.86%,2.54%,2.07%,3.73%,-1.08%,-1.08%,299,,Finance,Real Estate Investment Trusts
NYSE:SCE/PK,SCE/PK,23.7300,-0.25%,-0.0600,0.00%,-0.38%,4.08%,3.13%,-3.54%,-4.83%,1.37%,-6.39%,"18,559",,Finance,Finance/Rental/Leasing
NYSE:XFLT/PA,XFLT/PA,24.9744,-0.02%,-0.0056,0.14%,-0.90%,-0.20%,-0.34%,-1.36%,-0.30%,-0.14%,-0.14%,"2,402",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:CNLHP,CNLHP,37.0000,2.46%,0.8900,2.46%,-4.12%,0.00%,-2.89%,-5.52%,-5.01%,-28.07%,38.32%,250,,Utilities,Electric Utilities
NYSE:GGT/PG,GGT/PG,21.9030,-0.37%,-0.0820,-0.49%,-1.20%,-3.49%,-4.14%,-5.14%,-7.39%,-16.43%,-12.74%,169,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:RHCCF,RHCCF,0.0100,100.00%,0.0050,0.00%,150.00%,1.01%,1.01%,-43.82%,-73.12%,-96.28%,-96.28%,"24,701",,Process Industries,Chemicals: Specialty
OTC:VSOLF,VSOLF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,-99.99%,-100.00%,-100.00%,"3,045",,Industrial Services,Engineering & Construction
OTC:LGLOF,LGLOF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"1,000",,Technology Services,Information Technology Services
OTC:SLCRF,SLCRF,4.3000,-0.29%,-0.0125,0.00%,1.80%,-20.90%,-6.32%,-12.24%,-24.96%,-25.50%,-25.50%,254,,Non-Energy Minerals,Precious Metals
NYSE:SAY,SAY,25.3900,-0.27%,-0.0700,0.12%,0.44%,-0.30%,-0.39%,0.51%,0.12%,1.97%,1.97%,188,,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:ATH/PB,ATH/PB,21.5700,0.23%,0.0500,-0.32%,-1.69%,8.83%,11.13%,4.91%,-4.01%,-15.05%,-12.67%,"3,580",,Finance,Life/Health Insurance
OTC:SCBKF,SCBKF,0.4000,0.00%,0.0000,-20.00%,-20.00%,-20.00%,-20.00%,0.00%,-20.00%,-68.00%,-68.00%,"1,100",,Finance,Investment Managers
OTC:MWRZS,MWRZS,7.6500,-23.42%,-2.3400,,-23.42%,-25.00%,-25.00%,-25.00%,-25.00%,-25.00%,-25.00%,252,,Finance,Financial Conglomerates
OTC:BSTK,BSTK,0.0130,2.77%,0.0003,0.00%,52.22%,71.05%,-13.33%,23.81%,8.33%,-40.91%,-100.00%,"42,000",,Consumer Durables,Other Consumer Specialties
NYSE:PRIF/PK,PRIF/PK,21.7000,1.17%,0.2499,0.46%,-2.14%,-11.43%,2.79%,-2.69%,-5.53%,-11.64%,-11.64%,873,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:LEHKQ,LEHKQ,0.0010,0.00%,0.0000,0.00%,0.00%,233.33%,233.33%,233.33%,233.33%,-99.37%,-100.00%,300,,Finance,Finance/Rental/Leasing
NYSE:TRTN/PF,TRTN/PF,24.9900,-0.20%,-0.0500,-0.24%,-1.58%,0.77%,4.82%,-0.04%,-0.04%,-0.04%,-0.04%,"11,441",,Finance,Finance/Rental/Leasing
NASDAQ:NPT,NPT,4.8600,-4.14%,-0.2100,-5.63%,-5.63%,-5.63%,-5.63%,-5.63%,-5.63%,-5.63%,-5.63%,"84,319",,Transportation,Air Freight/Couriers
OTC:GDLG,GDLG,0.5587,40.38%,0.1607,269.76%,177.96%,228.65%,164.79%,-44.13%,228.67%,598.38%,598.38%,"77,506",,Technology Services,Packaged Software
OTC:NSARP,NSARP,72.3600,-0.88%,-0.6400,0.15%,-0.88%,4.87%,6.33%,0.50%,0.68%,-30.42%,35.25%,340,,Utilities,Alternative Power Generation
OTC:MWQFS,MWQFS,10.5000,31.25%,2.5000,66.67%,66.67%,53.51%,53.51%,53.51%,53.51%,53.51%,53.51%,100,,Finance,Financial Conglomerates
NYSE:CTA/PA,CTA/PA,54.7900,0.38%,0.2100,1.52%,-1.26%,-0.99%,1.93%,-0.67%,-14.92%,-36.22%,1.46%,549,,Process Industries,Chemicals: Agricultural
NYSE:TRTN/PD,TRTN/PD,23.0500,-0.22%,-0.0500,1.99%,1.19%,1.54%,9.55%,2.22%,-5.84%,-5.92%,-8.82%,"2,105",,Finance,Finance/Rental/Leasing
NYSE:SCE/PJ,SCE/PJ,23.8500,0.00%,0.0000,0.17%,1.49%,3.12%,8.85%,-3.03%,-3.17%,3.25%,-5.17%,537,,Finance,Finance/Rental/Leasing
OTC:MRKY,MRKY,0.0000,-100.00%,-0.1300,,-100.00%,-100.00%,-100.00%,-100.00%,-100.00%,-100.00%,-100.00%,"5,358",,Technology Services,Internet Software/Services
NYSE:WBI,WBI,24.1800,0.00%,0.0000,-1.31%,4.09%,-3.28%,-3.28%,-3.28%,-3.28%,-3.28%,-3.28%,"94,519",,Utilities,Water Utilities
OTC:NSARO,NSARO,79.1200,0.01%,0.0100,-4.67%,-4.67%,2.75%,1.44%,-4.67%,-4.86%,-23.45%,32.42%,100,,Utilities,Alternative Power Generation
OTC:TREVQ,TREVQ,0.0001,0.00%,0.0000,,0.00%,0.00%,9900.00%,900.00%,9900.00%,-99.99%,-100.00%,"1,300",,Non-Energy Minerals,Other Metals/Minerals
NYSE:ECCX,ECCX,24.8800,0.12%,0.0300,0.53%,0.59%,0.73%,1.34%,1.59%,0.50%,1.43%,-0.48%,"1,191",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:MSHE,MSHE,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-99.00%,-100.00%,"1,427,535",,Consumer Services,Movies/Entertainment
NASDAQ:OCCIO,OCCIO,24.9121,0.05%,0.0121,0.33%,-0.47%,0.09%,1.19%,1.47%,0.05%,0.05%,0.05%,821,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:VITFF,VITFF,0.0051,27.50%,0.0011,155.00%,410.00%,-98.47%,-98.47%,-98.53%,-98.47%,-99.96%,-99.92%,"4,960",,Non-Energy Minerals,Precious Metals
OTC:MWRFS,MWRFS,8.5200,11.37%,0.8700,11.37%,11.37%,11.37%,11.37%,11.37%,11.37%,11.37%,11.37%,253,,Retail Trade,Specialty Stores
OTC:TCHH,TCHH,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-99.00%,-99.99%,"500,000",,Commercial Services,Miscellaneous Commercial Services
NASDAQ:OXLCG,OXLCG,25.2400,0.60%,0.1500,0.36%,0.64%,0.68%,3.15%,1.98%,1.98%,1.98%,1.98%,"1,402",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:DLAD,DLAD,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,"200,000",,Distribution Services,Food Distributors
OTC:NMPWP,NMPWP,57.1500,0.00%,0.0000,,0.26%,3.91%,2.04%,0.25%,-7.82%,-25.78%,22.90%,504,,Utilities,Alternative Power Generation
NYSE:GGT/PE,GGT/PE,22.0800,-0.81%,-0.1800,0.95%,-1.52%,-0.99%,-4.07%,-4.17%,-7.91%,-14.81%,-11.86%,519,,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:TRTN/PA,TRTN/PA,25.7900,-0.46%,-0.1200,0.16%,1.37%,-0.70%,2.54%,1.22%,-0.73%,-2.31%,4.08%,"3,194",,Finance,Finance/Rental/Leasing
OTC:XLMDF,XLMDF,0.0200,-33.33%,-0.0100,-33.33%,-33.33%,-60.00%,-83.04%,-82.87%,-87.50%,-93.22%,-99.06%,420,,Commercial Services,Advertising/Marketing Services
NASDAQ:MCTA,MCTA,7.5880,8.40%,0.5880,65.32%,65.32%,65.32%,65.32%,65.32%,65.32%,65.32%,65.32%,"432,272",,Health Technology,Pharmaceuticals: Other
OTC:HLRD,HLRD,420.0000,0.00%,0.0000,0.72%,0.72%,0.72%,0.72%,0.72%,5.00%,3.70%,250.00%,5,,Producer Manufacturing,Industrial Machinery
NASDAQ:TPGXL,TPGXL,25.8800,0.39%,0.1000,-0.04%,-1.15%,0.58%,6.85%,1.01%,-1.22%,2.09%,2.09%,"2,640",,Finance,Investment Managers
OTC:MSKES,MSKES,7.4300,,,,,,,0.00%,,,0.00%,100,,,
NYSE:GDV/PK,GDV/PK,18.8400,0.75%,0.1400,1.07%,-0.37%,0.75%,2.39%,-2.38%,-6.50%,-25.33%,-25.33%,"3,252",,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:ECCC,ECCC,23.3000,-0.14%,-0.0318,-0.98%,-1.27%,-1.65%,3.62%,1.92%,0.00%,-6.54%,-6.54%,722,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:AFNL,AFNL,190.5100,-0.70%,-1.3470,-2.30%,-1.06%,10.81%,-0.26%,2.98%,0.26%,36.79%,-81.68%,65,,Finance,Savings Banks
NYSE:GJS,GJS,23.2260,0.43%,0.1004,0.76%,1.47%,2.07%,3.32%,2.32%,0.55%,17.54%,-4.22%,804,,Finance,Finance/Rental/Leasing
OTC:IDXMF,IDXMF,0.4296,8.76%,0.0346,1.17%,-8.60%,24.05%,28.55%,28.55%,28.55%,28.55%,28.55%,"42,100",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:AFSIN,AFSIN,14.0600,0.07%,0.0100,-0.57%,5.95%,3.00%,7.82%,6.03%,2.25%,-11.01%,-43.65%,"1,700",,Finance,Multi-Line Insurance
OTC:CNLTL,CNLTL,32.3000,-4.04%,-1.3600,,0.94%,4.70%,4.19%,0.78%,-5.61%,-32.21%,40.05%,244,,Utilities,Electric Utilities
OTC:ZKGCF,ZKGCF,0.0165,-81.67%,-0.0735,-67.68%,-60.26%,-58.75%,-88.62%,-91.75%,400.00%,-95.29%,-95.29%,"1,100",,Electronic Technology,Electronic Equipment/Instruments
NYSE:GJH,GJH,9.8800,0.00%,0.0000,0.13%,1.13%,6.62%,4.33%,2.92%,0.30%,-4.46%,0.30%,"4,869",,Finance,Finance/Rental/Leasing
NYSE:TRTN/PB,TRTN/PB,25.1700,-0.51%,-0.1300,-0.58%,-0.32%,-0.64%,4.44%,0.00%,-0.75%,-1.41%,1.41%,"17,468",,Finance,Finance/Rental/Leasing
OTC:LHHMQ,LHHMQ,0.0010,0.00%,0.0000,-9.09%,0.00%,233.33%,233.33%,233.33%,233.33%,-99.32%,-100.00%,"1,960",,Finance,Finance/Rental/Leasing
OTC:WNBD,WNBD,0.0000,0.00%,0.0000,-99.00%,-99.00%,-99.00%,-99.00%,-98.00%,-99.00%,-99.00%,-100.00%,"425,000",,Consumer Non-Durables,Household/Personal Care
NYSE:PYT,PYT,23.5462,0.71%,0.1662,0.71%,0.75%,1.71%,2.13%,3.68%,2.37%,2.02%,-4.86%,"1,450",,Finance,Finance/Rental/Leasing
OTC:WBQNL,WBQNL,3.1000,0.00%,0.0000,0.00%,-4.62%,-0.48%,0.00%,10.71%,8.77%,-79.47%,-87.60%,667,,Finance,Investment Managers
OTC:AATRL,AATRL,63.7000,-0.52%,-0.3317,-0.52%,-1.85%,6.63%,26.77%,17.42%,12.00%,35.53%,60.47%,655,,Finance,Finance/Rental/Leasing
OTC:NIKA,NIKA,0.3225,-32.66%,-0.1564,-32.63%,10.58%,-53.26%,-67.75%,-45.34%,-45.62%,-97.69%,-97.69%,"4,000",,Health Technology,Pharmaceuticals: Other
NASDAQ:BPYPO,BPYPO,15.0000,-0.33%,-0.0500,0.54%,-1.64%,3.88%,3.02%,8.54%,-9.09%,-29.41%,-40.07%,233,,Finance,Real Estate Investment Trusts
OTC:ADIA,ADIA,0.0380,5.56%,0.0020,-8.65%,-15.37%,6.89%,-30.91%,291.75%,590.91%,107.65%,-76.25%,"5,000",,Health Technology,Pharmaceuticals: Other
OTC:STCK,STCK,5.5000,-21.43%,-1.5000,-21.43%,-21.43%,-21.43%,-21.43%,-21.43%,-21.43%,-21.43%,-21.43%,259,,,
OTC:NMCPF,NMCPF,0.4985,1.73%,0.0085,-10.15%,-10.15%,62.54%,46.36%,30.22%,30.22%,30.22%,30.22%,"5,000",,Finance,Financial Conglomerates
OTC:MKSZS,MKSZS,10.5000,-4.55%,-0.5000,,-4.55%,-4.55%,-4.55%,-4.55%,-4.55%,-4.55%,-4.55%,125,,Finance,Financial Conglomerates
OTC:MPXOF,MPXOF,0.0001,-50.00%,-0.0001,0.00%,0.00%,0.00%,0.00%,-90.48%,9900.00%,-99.88%,-99.98%,150,,Process Industries,Agricultural Commodities/Milling
OTC:NSURF,NSURF,0.1480,0.14%,0.0002,-4.88%,-22.11%,270.00%,270.00%,270.00%,270.00%,270.00%,270.00%,"30,000",,Finance,Financial Conglomerates
NYSE:EMP,EMP,21.9714,0.05%,0.0114,1.30%,-2.00%,6.92%,7.18%,-0.94%,-4.18%,-14.67%,-11.90%,"1,451",,Utilities,Electric Utilities
